ID,title,image,content,sku,price,salePrice,qtySold,eligibility,nextHigherAssembly),oem,oemPartNumber,tbq
2526,P00363,ACS00363,"Gear, Spur",0972ffc057c3,10000,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F,","2022522-2 : ROTARY ELECTROMECHANICAL ACTUATOR, 2022522-3 : ROTARY ELECTROMECHANICAL ACTUATOR, 2022522-4 : ROTARY ELECTROMECHANICAL ACTUATOR, 398396-2 : TRIM AIR VALVE, 398396-3 : TRIM AIR V",Honeywell,533049-1,1
2527,P00364,ACS00364,Shaft Support Bearing,12b5e6bfc6f1,120.96,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-300, 747-400, 747-400F","108440-10 : TURBINE ASSY. PNEU. DR., 108440-12 : TURBINE ASSY. PNEU. DR., 108440-14 : TURBINE ASSY. PNEU. DR., 108440-16 : TURBINE ASSY. PNEU. DR., 109300-10 : TURBINE ASSY. PNEU. DR., 1093",Fairchild Controls,108619-1,
2528,P00365,ACS00365,Bushing,42e84ef7f3c3,67.81,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-300, 747-400, 747-400F","108440-10 : TURBINE ASSY. PNEU. DR., 108440-12 : TURBINE ASSY. PNEU. DR., 108440-14 : TURBINE ASSY. PNEU. DR., 108440-16 : TURBINE ASSY. PNEU. DR., 109300-10 : TURBINE ASSY. PNEU. DR., 1093",Fairchild Controls,108623,
2529,P00366,ACS00366,"Link, Actuator",1476f032e5c0,10000,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-300, 747-400, 747-400F","108440-10 : TURBINE ASSY. PNEU. DR., 108440-12 : TURBINE ASSY. PNEU. DR., 108440-14 : TURBINE ASSY. PNEU. DR., 108440-16 : TURBINE ASSY. PNEU. DR., 109300-10 : TURBINE ASSY. PNEU. DR., 1093",Fairchild Controls,108625,1
2530,P00367,ACS00367,"Sleeve, Regulator",56d0c318af32,195.22,,2,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 747-200B, 747-200F, 747-300","3214886-1 : PNEU. PRV, 396416-1 : FLOW CONTROL VALVE, 396416-2 : FLOW CONTROL VALVE, 396416-3 : FLOW CONTROL VALVE, 396432-1 : FLOW CONTROL VALVE, 396432-2 : FLOW CONTROL VALVE, 396432-3",Honeywell,3166130-1,
2531,P00369,ACS00369,Gasket,83028ee8d1a5,137.58,,1,"737-700, 737-800, 737-600, 757-200, 757-200PF, 767-200, 767-300, 777-200, 777-300, 777-300ER","1536600-1 : YAW DAMPER SERVO, 1536600-3 : YAW DAMPER SERVO, 1536600-5 : YAW DAMPER SERVO, 1536600-7 : YAW DAMPER SERVO, 1540500-1 : YAW DAMPER SERVO, 1540500-11 : YAW DAMPER SERVO, 154050",Boeing,69-20185-3,
2532,P00370,ACS00370,Snubbing Ring,172d5a72b9e9,278.94,,5,"747-200B, 747-200F, 747-200C, 747-300, 747-400","327400-1009 : POWER CONTROL PACKAGE ACTUATOR ASSY, 93600-5011 : INBOARD ELEVATOR CONTROL PACKAGE, 93600-5019 : INBOARD ELEVATOR CONTROL PACKAGE, 93600-5023 : INBOARD ELEVATOR CONTROL PACKAGE,",Parker Hannifin,94072,
2533,P00372,ACS00372,Actuator Connecting Link,b6a386e90d6f,293.58,,0,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R",978690-11 - HP BLEED CONTROL VALVE,Honeywell,3182226-1,
2534,P00374,ACS00374,Snubber Cable Assy,ea7fb419c2ab,471.12,,0,MD-11F,6315H0001-01 : ROLLER ASSEMBLY,Eaton Vickers,631553-01,
2535,P00379,ACS00379,Bushing and Valve Assy,92dc2fb78bf3,10000,,0,"A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A330-202, A330-203, A330-223, A330-243, A330-302, A330-342","971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 974976 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,861283,1
2536,P00380,,Plate Assy,f3b73d90f51f,2073.63,,0,"737-600, 737-800, 737-700, 737-500, 737-400, 737-300","3214446-2 : HIGH STAGE VALVE, 3214446-3 : HIGH STAGE VALVE, 3214446-4 : HIGH STAGE VALVE, 3214552-4 : PRSOV, 3214552-5 : PRSOV",Honeywell,3171537-3,
2537,P00382,ACS00382,Lower Bearing,43c85643b7d9,460.76,,0,"747-200B, 747-200C, 747SP, 747-300, 747-400","67-2985-002 : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-003 : MOTOR OPERATED AIR SHUTOFF VALVE",Janitrol Aero Division,32-0897-10,
2538,P00384,ACS00384,Seal,e2309c036afa,941.59,,0,"747-200B, 747-200C, 747SP, 747-300, 747-400, 747-400F","67-2985-001 : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-001M : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-002 : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-003 : MOTOR OPERATED AIR SHUTOFF VALVE",Janitrol Aero Division,32-0525-5,
2539,P00385,ACS00385,Tube,afe3c0069f50,388.91,,15,"737-300, 737-400, 737-500","3505716-3 : AIR TURBINE ENGINE STARTER, 3505716-5 : AIR TURBINE ENGINE STARTER, 3505716-6 : AIR TURBINE ENGINE STARTER",Honeywell,3503048-50,
2540,P00388,ACS00388,Actuator Shaft,69b6c21236b7,454.23,,0,"737-300, 737-400, 737-500","172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321089,
2541,P00389,ACS00389,Spool and Sleeve Assy,fd641305da20,1634.9,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","693335 : HYDRAULIC MOTORPUMP ASSY, 693830 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 974540 : ELECTRIC MOTORPUMP ASSY",Eaton Vickers,693792,
2542,P00390,ACS00390,Bushing & Valves Assy,04a638f2589d,315.19,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, 747-100, 747-200B, 747-200F, 747-2",350880-7 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Eaton Vickers,352091,
2543,P00391,ACS00391,Poppet Valve,1358009ae822,729.6,,6,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900","107484-6 : HIGH STAGE REGULATOR, 107484-7 : HIGH STAGE REGULATOR",Honeywell,3181748-1,
2544,P00392,ACS00392,Seal,ccbd5e635585,331.56,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,",14402-001 : VALVE ASSY : DRAIN,Monogram Sanitation,72521-1,
2545,P00394,ACS00394,O-Ring,b3a86142f47f,10000,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-400","4A3037-11 : RESERVOIR ASSY., 4A3037-12 : RESERVOIR ASSY., 4A3037-13 : RESERVOIR ASSY., 4A3037-15 : RESERVOIR ASSY., 4A3037-16 : RESERVOIR ASSY., 4A3037-19 : RESERVOIR ASSY., 4A3037-21 :",Goodrich,1A2509-1,1
2546,P00396,ACS00396,Drain Valve Diaphragm,97416ab185be,61.34,,0,"747-400, 747-400D, 747-400F",9350024 : DRAIN VALVE,Flight Refueling,9350670,
2547,P00397,,Seal Assembly,58864c6e94c7,10000,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL B4-622, A320-211, A320-212, A320-231, A320-232, 747SP","9350021 : DRAIN VALVE, 9350022 : DRAIN VALVE",Flight Refueling,9350589,1
2548,P00398,ACS00398,Seal Assembly,57af3cbb6d86,10000,,0,"A320-211, A320-212, A320-214, A320-231, A321-131, A321-231, 747-400, MD-11F",9350024 : DRAIN VALVE,Flight Refueling,9350673,1
2549,P00399,ACS00399,Diaphragm,8279946f1dc3,98.02,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL B4-622, A320-211, A320-212, A320-231, A320-232, 747SP","9350021 : DRAIN VALVE, 9350022 : DRAIN VALVE",Flight Refueling,9350584,
2550,P00404,ACS00404,Seat,47a0377ddb33,67.98,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","14320-001-1 : TOILET ASSY., 14320-001-2 : TOILET ASSY., 14320-001-A1 : TOILET ASSY., 14320-001-A2 : TOILET ASSY., 14320-002-1 : TOILET ASSY., 14320-002-2 : TOILET ASSY., 14320-002-A1 :",Monogram Sanitation,15800-359-2,
2551,P00405,ACS00405,Drive Coupling,3e590ee5b436,720.13,,0,"737-200, 737-300, 737-400, 737-500",40-817 : WHEEL SPEED TRANSDUCER,Crane Hydro-Aire,40-81735,
2552,P00407,,"Ring, Inner",3094403b6cf8,125.55,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","6713D010000 : HP BLEED VALVE, 6713D020000 : HP BLEED VALVE, 6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D070000 : HP BLEED VALVE, 6714D010000 : BLEED VALVE, 6714D02000",Liebherr,6740-24,
2553,P00410,ACS00410,Cartridge Valve,98f2eb8ea9d8,238.57,,1,"DC-9-11, DC-9-14, DC-9-15, DC-9-32, DC-9-41, DC-9-51, 717-200, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900ER, 757-300, AVRO 146-RJ-70, AVRO 146-RJ-85, AVRO 146-RJ-100, CL-600-2C10 (","9810 : FAUCET ASSEMBLY, 9819 : FAUCET ASSEMBLY",Adams Rite Aerospace,67839,
2554,P00411,ACS00411,Butterfly Valve Disk,9e87b109bcfc,287.97,,20,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900","396442-1 : FLOW CONTROL VALVE, 396498-2 : FLOW CONTROL VALVE, 396608-1 : FLOW CONTROL VALVE, 396064-1-1 : FLOW CONTROL VALVE",Honeywell,883948-4,
2555,P00414,ACS00414,Diaphragm,a189f98e3db0,89.3,,7,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, CFM56-5-A1/F, CFM56","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", ""329006",Honeywell,3174169-1,
2556,P00415,ACS00415,Seal,d47b4afaddd9,111.52,,0,"A330-203, A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F, A330-202","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,AL5-17,
2557,P00416,ACS00416,Seal,9894b94b6041,171.64,,1,"A330-203, A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F, A330-202","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,AL5-2,
2558,P00417,ACS00417,Seal,486f0950ed27,93.08,,0,"A330-203, A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,BYLB849,
2559,P00418,ACS00418,Seal,5b75dd1d3f4b,152.45,,0,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,FYLB127,
2560,P00419,ACS00419,C-Seal,fbf1981bc0c9,148.4,,1,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,RYLB179,
2561,P00420,ACS00420,Shaft Seal Set,53091653fa70,10000,,0,"CFM56-5B1, CFM56-5B2/P, CFM56-5B4/P, CFM56-5B5/P, CFM56-5B7, CFM56-5B1/P, CFM56-5B2/2P, CFM56-5B3/2P1, CFM56-5B6, CFM56-5B7/P, CFM56-5B1/2P, CFM56-5B3/P, CFM56-5B4, CFM56-5B4/2P1, CFM56-5B6/P, CFM56-","326625-2 : ROTOR ACTIVE CLEARANCE CONTROL VALVE, 326635-2 : HPTCC VALVE, 326635-3 : HPTCC VALVE",Whittaker Controls,324692,1
2562,P00421,ACS00421,Poppet Valve,9e80c8116903,10000,,0,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A319-111, A319-132, A320-216, A320-233, A320-271N, A321-111, A321-232","748A0000-08 : ANTI-ICING VALVE, 748B0000-01 : ANTI-ICING VALVE",Liebherr,1011-0016,1
2563,P00424,ACS00424,Seal Ring,1627d9af9570,235.63,,2,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A319-111, A319-115,","963A0000-02 : TRIM AIR VALVE , 963B0000-01 : TRIM AIR VALVE",Liebherr,963-0113,
2564,P00426,ACS00426,Pin  or Needle,e0c02bad3be6,24.23,,0,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231","757A0000-08 : AIR CYCLE MACHINE, 757A0000-09 : AIR CYCLE MACHINE, 757A0000-10 : AIR CYCLE MACHINE, 757C0000-02 : AIR CYCLE MACHINE",Liebherr,S550-2,
2565,P00428,ACS00428,Diaphragm,bb92f936a5e3,156.04,,31,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600","3289630-1 : 3"" STARTER CONTROL VALVE, ""3289630-2 : 3"""" STARTER CONTROL VALVE"", ""3289630-3 : 3"""" STARTER CONTROL VALVE""",Honeywell,974907-2,
2566,P00430,ACS00430,Seal Ring Set,9a5c16acd1b0,116.69,,12,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","978690-11 : HP BLEED CONTROL VALVE, 978690-2 : HP BLEED CONTROL VALVE, 978690-3 : HP BLEED CONTROL VALVE, 978690-4 : HP BLEED CONTROL VALVE, 978690-5 : HP BLEED CONTROL VALVE, 978690-6 :",Honeywell,881787-10,
2567,P00432,ACS00432,Hinge Pin,5ce60ac65438,183,,18,"747-200B, 747-200F, 747-200C, 747-300, 747-400","9032-2-4 : RAM AIR CHECK VALVE, 9032-3-1 : RAM AIR CHECK VALVE, 9032-3-2 : RAM AIR CHECK VALVE, 9032-4-1 : RAM AIR CHECK VALVE, 9032-4-2 : RAM AIR CHECK VALVE",Aero Controlex,903208,
2568,P00434,ACS00434,Plug Assy,9d60beedecc0,10000,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","C24703001 : PARKING PRESSURE LIMITER, C24703002 : PARKING PRESSURE LIMITER, C24703003 : PARKING PRESSURE LIMITER",Messier Bugatti,GA71213,1
2569,P00434-1,ACS00434-1,Transparent Plug,544feb78f5d4,198.93,,0,"A340-313, A340-311, A340-213, A340-212, A340-211, A330-343, A330-223, A330-203, A321-232, A321-212, A321-231, A321-211, A321-131, A321-112, A321-111, A320-233, A320-232, A320-231, A320-214, A320-212,","C24703001 : PARKING PRESSURE LIMITER, C24703002 : PARKING PRESSURE LIMITER, C24703003 : PARKING PRESSURE LIMITER, ""GA71213 : PLUG ASSEMBLY (PARKING CONTROL VALVE)""",Messier Bugatti,A88307,
2570,P00435,ACS00435,Seal,7cc8750a6e28,10000,,0,"A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642",962A0000-06 : TRIM AIR VALVE,Liebherr,9116B0002-01,1
2571,P00436,ACS00436,Spindle,8a86b9630a04,482.23,,1,"A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R","8084036H : MULTIWAY SPHERICAL PLUG VALVE, 8084040H : MULTIWAY SPHERICAL PLUG VALVE, 8084240H : MOTORIZED SPHERICAL PLUG VALVE",Flight Refueling,8084556,
2572,P00438,ACS00438,Air Diaphragm,d56257e11092,108.21,,16,"A330-202, A330-203, A330-301, A330-302, A330-303, 747-200B, 747-200F, 747-200C, 747-300, 747-400, 747-400F, 767-200, 767-300, 767-400ER, CF6-45A, CF6-45A2, CF6-50A, CF6-50C, CF6-50CA, CF6-50C1, CF6-5","3290694-2 : PNEU. BUTTERFLY SOV, 3290694-3 : PNEU. BUTTERFLY SOV, 3290694-4 : PNEU. BUTTERFLY SOV, 3290694-5 : PNEU. BUTTERFLY SOV, 3291172-1 : PNEU. BUTTERFLY SOV, 3291172-2 : PNEU. BUTT",Honeywell,974907-1,
2573,P00440,ACS00440,Wear Bearing,02ad5b2292cb,46.78,,22,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","978514-10 : HP BLEED CONTROL VALVE, 978514-11 : HP BLEED CONTROL VALVE, 978690-11 : HP BLEED CONTROL VALVE, 978690-7 : HP BLEED CONTROL VALVE, 978690-9 : HP BLEED CONTROL VALVE, 978892-2 :",Honeywell,3161919-2,
2574,P00441,ACS00441,Ring Set,064f802b96a7,134.35,,1,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, 747-200B, 747-200F, 747-200C, 747-300","978690-11 : HP BLEED CONTROL VALVE, 978690-9 : HP BLEED CONTROL VALVE, 978892-5 : HP BLEED CONTROL VALVE, 978892-6 : HP BLEED CONTROL VALVE",Honeywell,3175615-1,
2575,P00442,ACS00442,"Ring, Expander",524083dfee4c,134.67,,1,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, 747-200B, 747-200F, 747-200C, 747-300, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8","978690-11 : HP BLEED CONTROL VALVE, 978690-9 : HP BLEED CONTROL VALVE, 978892-5 : HP BLEED CONTROL VALVE, 978892-6 : HP BLEED CONTROL VALVE",Honeywell,3176047-1,
2576,P00443,ACS00443,Seal Ring Set,f2b1be0f526f,170.24,,3,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, 747-200B, 747-200F, 747-200C, 747-300","3214886-2 : PNEU. PRV, ""898806-1 : 6"""" PNEU. PRV""",Honeywell,881787-13,
2577,P00444,ACS00444,Spring Expander,f180d0e1a616,136.25,,13,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","978514-10 : HP BLEED CONTROL VALVE, 978514-11 : HP BLEED CONTROL VALVE, 978690-11 : HP BLEED CONTROL VALVE, 978690-4 : HP BLEED CONTROL VALVE, 978690-6 : HP BLEED CONTROL VALVE, 978690-7 :",Honeywell,975101-2,
2578,P00445,ACS00445,Ring,9269e3a47956,10000,,6,"747-200B, 747-200F, 747-200C, 747-300, 747-400","719223-3 : TURBINE BYPASS VALVE, 719223-4 : TURBINE BYPASS VALVE",Hamilton Sundstrand,739007-3,1
2579,P00447,ACS00447,Spring,cbe1555b1f92,71.37,,75,"747-200B, 747-200F, 747-200C, 747-300, 747-400","9032-4-2 : RAM AIR CHECK VALVE, 9032-4-3 : RAM AIR CHECK VALVE",Aero Controlex,7090-323200 / 903232,
2580,P00448,ACS00448,Pad,c200d5fbc327,25.4,,0,"A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL B4","31042 : SERVO CONTROL, 31043 : SERVO CONTROL, 31055 : SERVO CONTROL",Lucas Aerospace,8507-023,
2581,P00449,ACS00449,"Seat, Ball",1e8739bb1b96,252.64,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","31073Series : AILERON SERVOCONTROL, 31075Series : ELEVATOR SERVOCONTROL",Lucas Aerospace,341134,
2582,P00451,ACS00451,Clip,f64f348d2ec8,59.98,,98,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900, 737-900ER","3214446-2 : HIGH STAGE VALVE, 3214446-3 : HIGH STAGE VALVE, 3214446-4 : HIGH STAGE VALVE, 3214552-6 : PRSOV",Honeywell,3184948-1,
2583,P00452,ACS00452,"Shaft, Actuator",976c6c9d8b35,277.25,,0,"737-300, 737-400, 737-500","172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321200,
2584,P00453,ACS00453,Bushing,37d98a285fc6,62.56,,0,"737-300, 737-400, 737-500, 340A (SAAB/SF340A), SAAB 340B","172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE",Whittaker Controls,322530,
2585,P00458,ACS00458,"Cord, Coiled",527032067ea0,385.69,,0,MD-11F,465220-1 : PENDANT ASSEMBLY,TRW Aeronautical Systems,465003-1,
2586,P00459,ACS00459,"Liner, Piston",c5ca1e3d6228,337,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 324195-1 : PRESSURE ACTUATED BUTTERFLY VALVE, 324425 : SHUTOFF VALVE PARTS, 326215 : ON/OFF",Whittaker Controls,321952-1,
2587,P00460,ACS00460,"Bushing, Upper",4ae03f569bcc,551.3,,0,"737-200, 737-300, 737-500, 737-700, 737-800, 737-600, 747-200B, 747-200C, 747SP, 747-300, 747-400, 737-900, 737-900ER","67-2906-002 : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-002 : MOTOR OPERATED AIR SHUTOFF VALVE, 67-2985-003 : MOTOR OPERATED AIR SHUTOFF VALVE",Grimes Aerospace Company,32-0897-9,
2588,P00462,ACS00462,Packing,98b99fc5fb46,35.42,,19,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, A318-111, A319-111","405893 : HYDRAULIC MOTOR-PUMP ASSEMBLY, 414470 : HYDRAULIC MOTOR-PUMP ASSEMBLY, 570347 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 624372 : HYDRAULIC MOTORPUMP ASSY, 693335 : HYDRAULIC MOTORPUM",Eaton Vickers,367272,
2589,P00464,,Shoe Bearing Plate,16ced2a8d716,10000,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, A318-111, A319-111","405893 : HYDRAULIC MOTOR-PUMP ASSEMBLY, 414470 : HYDRAULIC MOTOR-PUMP ASSEMBLY, 624372 : HYDRAULIC MOTORPUMP ASSY, 693335 : HYDRAULIC MOTORPUMP ASSY, 693830 : VARIABLE DISPLACEMENT HYDRAULI",Eaton Vickers,370327,1
2590,P00467,ACS00467,Valve Plug,6efcb96cab89,713.91,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R","7945201H : MOTORIZED WATER VALVE, 7945217F : MOTORIZED WATER VALVE",Flight Refueling,7940510,
2591,P00468,ACS00468,"Bearing, Guide",3206bc092d22,47.75,,4,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE, 324195-1 : PRESSURE ACTUATED BUTTERFL",Whittaker Controls,224887-2,
2592,P00469,ACS00469,"Bearing, Guide",c05d509f26b5,26,,5,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE, 32419",Whittaker Controls,224887-3,
